-1 0.544340 0.901563 0.235417
-1 0.537037 0.906250 0.239583
-1 0.463025 0.860937 0.243750
-1 0.471681 0.832812 0.260417
-1 0.430769 0.787500 0.270833
-1 0.454444 0.639063 0.308333
-1 0.442268 0.670313 0.283333
-1 0.615094 0.509375 0.364583
-1 0.596429 0.521875 0.370833
-1 0.041297 0.189063 0.116667
-1 0.059677 0.173438 0.210417
-1 0.059633 0.203125 0.137500
-1 0.057018 0.203125 0.131250
-1 0.325556 0.457812 0.266667
-1 0.338947 0.503125 0.258333
-1 0.186207 0.675000 0.029167
1 0.199490 0.610937 0.010417
1 0.301739 0.542188 0.037500
1 0.288542 0.432813 0.097917
-1 0.069930 0.156250 0.185417
1 0.378125 0.378125 0.191667
1 0.409259 0.345313 0.220833
-1 0.030705 0.115625 0.222917
-1 0.040132 0.095312 0.256250
-1 0.049342 0.117188 0.254167
-1 0.031942 0.239063 0.002083
-1 0.044350 0.325000 0.022917
-1 0.037712 0.278125 0.016667
-1 0.041045 0.257812 0.102083
-1 0.036555 0.135937 0.258333
-1 0.057233 0.142188 0.252083
-1 0.051579 0.153125 0.212500
-1 0.403333 0.567187 0.285417
-1 0.035714 0.039062 0.370833
-1 0.341096 0.389062 0.350000
-1 0.225714 0.246875 0.354167
-1 0.191026 0.232812 0.339583
1 0.206493 0.248437 0.202083
1 0.335200 0.654688 0.083333
1 0.430435 0.618750 0.027083
-1 0.034000 0.026563 0.418750
1 0.220000 0.326562 0.047917
1 0.361429 0.395312 0.214583
-1 0.026148 0.115625 0.252083
-1 0.031833 0.154687 0.177083
-1 0.031338 0.139062 0.222917
-1 0.024396 0.173438 0.035417
-1 0.033243 0.192188 0.156250
-1 0.035616 0.203125 0.154167
-1 0.047425 0.345313 0.027083
-1 0.031818 0.098438 0.258333
-1 0.038983 0.035937 0.418750
-1 0.036232 0.039062 0.412500
-1 0.035052 0.053125 0.377083
-1 0.028395 0.071875 0.310417
-1 0.013793 0.100000 0.033333
-1 0.028986 0.093750 0.291667
-1 0.033121 0.081250 0.320833
-1 0.030894 0.059375 0.364583
-1 0.039506 0.050000 0.400000
-1 0.031034 0.042188 0.400000
-1 0.035385 0.035937 0.414583
-1 0.034328 0.035937 0.420833
-1 0.031343 0.032812 0.416667
-1 0.028125 0.028125 0.425000
-1 0.036232 0.039062 0.416667
-1 0.036232 0.039062 0.414583
-1 0.033824 0.035937 0.414583
-1 0.028750 0.035937 0.404167
-1 0.033019 0.054688 0.372917
-1 0.034375 0.051562 0.379167
-1 0.036986 0.084375 0.327083
-1 0.037423 0.095312 0.325000
-1 0.037826 0.135937 0.225000
-1 0.035561 0.207813 0.110417
-1 0.036310 0.095312 0.264583
-1 0.062562 0.198437 0.229167
-1 0.029814 0.075000 0.316667
-1 0.009314 0.029687 0.212500
-1 0.032367 0.104687 0.243750
-1 0.051802 0.179688 0.245833
1 0.210345 0.285937 0.233333
1 0.420455 0.289062 0.264583
1 0.497619 0.326562 0.262500
1 0.455556 0.320312 0.254167
1 0.420000 0.459375 0.181250
1 0.263529 0.350000 0.195833
1 0.305556 0.343750 0.214583
1 0.487755 0.373437 0.233333
1 0.321622 0.371875 0.191667
1 0.360870 0.389062 0.189583
1 0.494737 0.440625 0.208333
1 0.470492 0.448438 0.202083
1 0.415714 0.454688 0.156250
1 0.511111 0.503125 0.156250
1 0.418293 0.535937 0.108333
1 0.453247 0.545313 0.114583
1 0.428125 0.642187 0.062500
1 0.457292 0.685938 0.060417
1 0.412381 0.676562 0.037500
1 0.362500 0.271875 0.266667
1 0.345098 0.275000 0.258333
1 0.376923 0.306250 0.239583
1 0.380000 0.326562 0.237500
1 0.425000 0.345313 0.229167
1 0.354688 0.354688 0.195833
1 0.339706 0.360938 0.189583
1 0.368657 0.385938 0.170833
1 0.362162 0.418750 0.135417
1 0.313924 0.387500 0.133333
1 0.347436 0.423438 0.127083
1 0.292929 0.453125 0.072917
1 0.297938 0.451562 0.077083
1 0.306122 0.468750 0.075000
1 0.285294 0.454688 0.064583
1 0.297000 0.464063 0.060417
1 0.151351 0.087500 0.287500
1 0.191429 0.104687 0.293750
1 0.185000 0.115625 0.293750
1 0.200000 0.118750 0.277083
1 0.172727 0.118750 0.252083
1 0.162963 0.137500 0.252083
1 0.186667 0.131250 0.241667
1 0.158929 0.139062 0.237500
1 0.200000 0.146875 0.245833
1 0.154545 0.132812 0.229167
1 0.162295 0.154687 0.202083
1 0.156452 0.151562 0.197917
1 0.117105 0.139062 0.154167
